pv_kwh
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0152
0.03909000000000001
0.28968
0.05874
0.11791
0.03329
0.12173
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.052090000000000004
0.14465999999999998
0.09505
0.12045
0.1361
0.040530000000000004
0.00757
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05011
0.09556
0.10127
0.11805
0.08137
0.01932
0.07587999999999999
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.26677999999999996
0.48679
0.2349
0.16063999999999998
0.04322
0.01669
0.06586
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03169
0.060899999999999996
0.08761
0.09403
0.07864
0.045829999999999996
0.023379999999999998
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.31527999999999995
0.54663
0.58678
0.60798
0.56388
0.43654000000000004
0.24667
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.19444
0.30707999999999996
0.34441000000000005
0.5684400000000001
0.57732
0.30391
0.2289
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01777
0.047700000000000006
0.01912
0.030539999999999998
0.022609999999999998
0.01174
0.0068
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0056500000000000005
0.00622
0.03201
0.024730000000000002
0.01046
0.0039900000000000005
0.02889
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05929
0.06768
0.18787
0.040350000000000004
0.028210000000000002
0.031149999999999997
0.03152
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.29843000000000003
0.5027
0.20093
0.14757
0.28851
0.29779
0.16050999999999999
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.06831999999999999
0.04453
0.12494
0.13912
0.06925
0.14467
0.1805
0.09531
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
